video_id,title,published_at,views,likes,comments,tags,channel_id,duration_seconds
MpIi4HtCiVk,Scraping Data Off Twitter Using Python | Twitterscraper + NLP + Data Visualization,2020-07-15T14:00:20Z,55561,1388,159,"['Data Analyst', 'How to become a data analyst', 'Twitterscraper', 'scraping data from websites using python', 'Web scraping python', 'Scraping data off twitter', 'Twitter python', 'Python project for data analysts', 'Web Scraping Python', 'Data Analyst web scraping', 'Data Analyst NLP', 'Web Scraping for data analysts', 'how to scrape data from twitter using python', 'how to scrape data from twitter', 'twitterscraper', 'twitterscraper python', 'twitterscraper tutorial', 'Data Analyst data visualization']",UC7cs8q-gJRlGwj4A8OmCmXg,402
G4syHs3M82E,Data Analyst vs Business Analyst | Which Is Right For You?,2020-07-03T14:17:52Z,798877,19986,595,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Job Description', 'Data Analyst Salary', 'Data Analyst skills', 'data analyst for freshers', 'business analyst job description', 'business analyst', 'business analyst salary', 'business analyst career', 'business analyst vs data analyst', 'data analyst vs business analyst', 'business analyst for beginners', 'business analyst qualifications']",UC7cs8q-gJRlGwj4A8OmCmXg,280
appOFpF2pFg,Best Free Online Courses for Data Analysts,2020-06-23T13:55:50Z,58227,2753,95,"['Data Analyst', 'Data Analytics', 'Data Analyst with no experience', 'Data Analyst Courses', 'Courses for data analysts', 'Best data analyst courses', 'best courses for data analysts', 'Data Science Courses', 'Courses for Data Scientists', 'Python courses for data analysts', 'SQL courses for data analysts', 'udemy courses for data analysts', 'best online courses for data analysts', 'free data analyst courses', 'best data analyst courses', 'best free data analyst courses', 'courses for data analysts']",UC7cs8q-gJRlGwj4A8OmCmXg,299
B2SPC3Wz1R8,Best Online Courses for Data Analysts,2020-06-17T14:57:22Z,189586,9600,425,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data Analyst Courses', 'Courses for data analysts', 'Best data analyst courses', 'best courses for data analysts', 'Data Science Courses', 'Courses for Data Scientists', 'Python courses for data analysts', 'SQL courses for data analysts', 'udemy courses for data analysts', 'Coursera courses for data analysts', 'best online courses for data analysts']",UC7cs8q-gJRlGwj4A8OmCmXg,525
fUpChfNN5Uo,Data Scientist vs Data Analyst | Which Is Right For You?,2020-06-10T15:49:15Z,797937,24384,862,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Scientist', 'Data scientist vs data analyst', 'data analyst vs data scientist', 'data scientist job', 'data scientist salary', 'Data scientist job description', 'Data Analyst Job Description', 'Data Analyst Salary', 'Data Analyst skills', 'data scientist career', 'Data scientist or data analyst', 'data analyst or data scientist', 'data analyst for freshers', 'data scientist for freshers']",UC7cs8q-gJRlGwj4A8OmCmXg,467
Dk7he_yEs4U,Intermediate SQL Tutorial | Aliasing,2020-06-04T14:00:10Z,157411,4112,105,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data analyst with no degree', 'SQL aliasing', 'Aliasing in SQL', 'Data analyst SQL']",UC7cs8q-gJRlGwj4A8OmCmXg,372
LJtFgnHGAos,Data Analyst Q&A LIVE,2020-05-31T13:54:38Z,12574,274,54,"['Data Analyst', 'Data Analyst Q&A', 'Data Analyst questions', 'Data Analyst Questions and Answers', 'Data Analyst live', 'Data Analyst live interview', 'Data Analyst Interview', 'Data Analyst Covid', 'Data Analyst Internship', 'Data Analyst coronavirus', 'Data Analyst Job', 'Data analyst career', 'Data Analyst for beginners']",UC7cs8q-gJRlGwj4A8OmCmXg,3105
ziurEoqEcO4,Data Analyst Interviews | Salary Negotiation,2020-05-27T15:13:50Z,28041,866,27,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Salary', 'Data Analyst Salary Negotation', 'Salary Negotiation', 'How to negotiate salary']",UC7cs8q-gJRlGwj4A8OmCmXg,337
rLKC--8UYSw,Data Analyst Interview Questions | What To Say vs What NOT To Say,2020-05-20T14:03:02Z,79718,1887,35,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Interview', 'data analyst interview questions and answers', 'Data Analyst Interview Questions', 'Data Analyst interview Questions for freshies', 'Data Analyst Interview Questions for Beginners', 'Data Analyst Interview Questions for beginners', 'Data Analyst Phone interview', 'Data Analyst In person interview']",UC7cs8q-gJRlGwj4A8OmCmXg,469
sua7xKN0cPc,SQL Interview Questions and Answers for Beginners | Data Analyst Interview Questions,2020-05-13T15:00:26Z,136469,3455,112,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'SQL interview questions', 'SQL for data analysts', 'SQL technical questions', 'SQL technical interview questions', 'SQL interview questions and answers', 'SQL', 'SQL questions and answers', 'SQL Interview Questions', 'SQL questions for data analyst', 'SQL questions for data analysts', 'sql questions and answers for data analysts', 'SQL Interview', 'SQL Interview data analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,482
fweZQqB0nwQ,Data Analyst Interview Questions | Phone + In-Person Interview Questions,2020-05-06T15:20:18Z,87679,1710,60,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Interview', 'data analyst interview questions and answers', 'Data Analyst Interview Questions', 'Data Analyst Interview Questions for Beginners', 'Data Analyst Interview Questions for beginners', 'Data Analyst Phone interview', 'Data Analyst In person interview', 'data analyst interview questions for freshers']",UC7cs8q-gJRlGwj4A8OmCmXg,464
oXAwKZWfbW0,Day in the Life of a Data Analyst | Fortune 500 Edition (During Quarantine),2020-04-23T13:08:33Z,15592,521,52,"['Day in the life', 'A Day in the Life', 'Day in the life of a data analyst', 'A Day in the life of a data analyst', 'What do data analysts do', 'Data analyst', 'Fortune 500 Data Analyst', 'What do data analysts do on a daily basis', 'life of a data analyst', 'data analyst day in the life', 'data scientist day in the life', 'Quarantine Edition', 'Data Analyst Quarantine', 'Quarantine', 'Working from Home', 'data analyst quarantine', 'Working from home data analyst', 'Data Analyst work life balance']",UC7cs8q-gJRlGwj4A8OmCmXg,415
bhnrIforc7s,Intermediate SQL Tutorial | Updating/Deleting Data,2020-04-16T12:58:52Z,160848,3546,142,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL Update', 'SQL Delete', 'SQL Update and Delete', 'Delete SQL', 'Update SQL', 'Update and Delete in SQL', 'SQL updating', 'SQL Delete data', 'Intermediate SQL tutorial', 'Intermediate SQL']",UC7cs8q-gJRlGwj4A8OmCmXg,277
tYBOMw7Ob8E,Intermediate SQL Tutorial | Having Clause,2020-04-09T16:01:02Z,196242,4958,92,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL Having', 'SQL Having statement', 'SQL Having clause', 'Having SQL', 'Having tutorial', 'SQL having tutorial', 'Having tutorial sql', 'Having in SQL', 'How to use Having in SQL', 'How to use having clause in sql', 'Intermediate sql', 'Intermediate SQL tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,211
Twusw__OzA8,Intermediate SQL Tutorial | Case Statement | Use Cases,2020-04-02T15:16:37Z,321835,7653,439,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL case statement', 'case statement sql', 'case statement in sql', 'how to use a case statement in sql', 'how to use a case statement', 'case statement', 'case statement for sql', 'case statement tutorial', 'tutorial for case statement', 'intermediate sql', 'intermediate sql tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,446
lYKkro6rKm0,Intermediate SQL Tutorial | Unions | Union Operator,2020-03-26T16:51:37Z,279422,5292,115,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL Union', 'How to use a Union', 'How to use a Union in SQL', 'Union in SQL', 'Union SQL', 'intermediate sql', 'intermediate sql tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,325
9URM1_2S0ho,Intermediate SQL Tutorial | Inner/Outer Joins | Use Cases,2020-03-19T15:40:58Z,577252,9492,477,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'sql tutorial', 'intermediate sql turorial', 'sql join', 'sql joins tutorial', 'sql join tutorial', 'how to do joins in sql', 'intermediate sql', 'SQL for data analyst', 'sql for data analysts', 'advanced sql', 'sql for programmers']",UC7cs8q-gJRlGwj4A8OmCmXg,953
qzZU6LAtIig,Day in the Life of a Data Analyst | Fortune 500 Edition,2020-03-11T13:44:54Z,126809,2585,261,"['Day in the life', 'A Day in the Life', 'Day in the life of a data analyst', 'A Day in the life of a data analyst', 'A day in the life of a Fortune 500 Data Analyst', 'What do data analysts do', 'Data analyst', 'Data analyst job', 'Data analyst career', 'Fortune 500 Data Analyst', 'What do data analysts do on a daily basis', 'data analyst job description', 'life of a data analyst', 'data analyst day in the life', 'data scientist day in the life', 'a day in the life of a data analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,260
LXwfzIRD-Ds,SQL Basics Tutorial For Beginners | Group By + Order By Statements | 4/4,2020-03-03T15:06:36Z,343381,8360,236,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL Group by', 'SQL Order by', 'SQL Group by tutorial', 'SQL order by tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,489
A9TOuDZTPDU,SQL Basics Tutorial For Beginners | Where Statement | 3/4,2020-03-02T16:01:01Z,361772,6226,156,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL Where statement', 'SQL where statement tutorial', 'SQL where']",UC7cs8q-gJRlGwj4A8OmCmXg,478
PyYgERKq25I,SQL Basics Tutorial For Beginners | Select + From Statements | 2/4,2020-03-01T17:02:28Z,528243,7529,305,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL select statement', 'SQL from statement', 'SQL select statement tutorial', 'SQL from statement tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,374
RSlqWnP-Dy8,SQL Basics Tutorial For Beginners | Installing SQL Server Management Studio and Create Tables | 1/4,2020-03-01T00:50:38Z,1486658,18821,2057,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL Create table', 'SQL Create table tutorial', 'SQL Insert into', 'SQL insert into tutorial', 'Sql basics for Data Analysts']",UC7cs8q-gJRlGwj4A8OmCmXg,577
9o9loJpG-t4,Data Analyst Fact Check |  84k Average Starting Salary?? | The Career Force 2020 Data Analyst Salary,2020-02-26T15:11:22Z,26097,853,162,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Salary', 'Data Analyst Salary 2020', 'Data Analyst Fact Check', 'Data Analyst Fact Checking', 'The Career Force', 'Data Analyst The Career Force']",UC7cs8q-gJRlGwj4A8OmCmXg,454
Lacbh0VoT3g,Data Analyst Resume | Reviewing YOUR Data Analyst Resumes!,2020-02-24T16:34:51Z,27516,560,41,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Resume', 'Complete guide to Creating a Data Analyst Resume', 'Data Analyst Resume Tips', 'Data Analyst Resume Templates', 'Data Analyst Resume Examples', 'Data Analyst Resume Guide', 'Creating a Resume', 'Resume for Data Analyst', 'Resume for Data Analysts', 'Resume to become Data Analyst', 'Resume for Data Analytics', 'Resume']",UC7cs8q-gJRlGwj4A8OmCmXg,1070
oZKs2xMbXQE,Data Analyst Salary in 2020,2020-02-19T15:43:59Z,8324,159,26,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data analyst salary', 'Data analyst salary with no experience', 'Data analyst salary 2020', 'Data analyst salary in 2020', 'Data analyst Salary with no degree', 'Salary for Data Analyst', 'Salary for Data Analyst in 2020', 'Data Analyst Salary America', 'Data Analyst Salary USA', 'Data Analyst salary in usa']",UC7cs8q-gJRlGwj4A8OmCmXg,224
N8f7NtDpbxA,Working With a Recruiter to Land Your First Job as a Data Analyst | LinkedIn Recruiters,2020-02-14T18:03:34Z,15258,650,39,"['Data Analyst', 'How to become a data analyst', 'Data Analyst Jobs', 'Data Analyst Job', 'Working with a Recruiter', 'Working with a LinkedIn Recruiter', 'Using Recruiter to get Job', 'How to work with a recruiter', 'Data Analyst Recruiter', 'Data Analyst Skills', 'Linkedin Recruiter']",UC7cs8q-gJRlGwj4A8OmCmXg,360
wcKzdRVsMOw,Switching Careers to Become a Data Analyst | How I Made the Switch,2020-02-11T15:03:18Z,51041,1829,252,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Switching Careers to Become a Data Analyst', 'Becoming a Data Analyst with No Experience', 'How I became a Data Analyst', 'Switch Careers to Data Analyst', 'Data Analyst from different Career', 'How to Become Data Analyst from Different Job', 'Entry Level Data Analyst', 'Junior Data Analyst Jobs', 'Career Change to Data Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,251
Ns-8Jsa3mEM,Data Analyst Resume | Complete Guide To Creating A Data Analyst Resume | Tips + Templates + Examples,2020-02-06T16:00:52Z,127394,3615,104,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Resume', 'Complete guide to Creating a Data Analyst Resume', 'Data Analyst Resume Tips', 'Data Analyst Resume Templates', 'Data Analyst Resume Examples', 'Data Analyst Resume Guide', 'Creating a Resume', 'Resume for Data Analyst', 'Resume for Data Analysts', 'Resume to become Data Analyst', 'Resume for Data Analytics', 'Resume']",UC7cs8q-gJRlGwj4A8OmCmXg,678
4rfr6A3lO-Y,Data Analyst Resume | Reviewing My Resume! | Fortune 500 Data Analyst,2020-01-30T14:07:55Z,83546,1792,63,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Resume', 'My Data Analyst Resume', 'Fortune 500 Data Analyst Resume', 'Resume', 'Business Analyst Resume', 'Data Science Resume', 'Data Analyst for Beginners', 'Data Analyst for Beginners Resume']",UC7cs8q-gJRlGwj4A8OmCmXg,453
OTq2NRy_AGs,Working at a Big Company Vs Small Company | Told by a Fortune 500 Data Analyst,2020-01-25T16:38:39Z,16119,433,23,"['Data Analyst', 'How to become a Data Analyst', 'Big vs Small', 'Large vs small', 'Big vs small company', 'Working at a big company vs small company', 'Working at a big company', 'Working at a small company', 'Data Science', 'Data Scientist', 'business analyst', 'Big company salary', 'Small company salary', 'Corporate at big company', 'Corporate at small company', 'coworkers at small company', 'coworkers at big company']",UC7cs8q-gJRlGwj4A8OmCmXg,350
ya28cb3zFGE,Data Analyst Salary | 100k with No Experience,2020-01-23T03:16:09Z,66495,2249,218,"['Data Analyst Salary', 'Data analyst with no experience', 'how to become a data analyst', 'Data analyst', 'Data Analyst fortune 500', 'Data Analyst how to', 'Data analyst beginner', 'Data Analyst Salary | 100k with No Experience', '100k with no experience', 'data science', 'data scientist', 'business analyst', 'Data analyst salary with no experience', 'data analyst salary with no degree']",UC7cs8q-gJRlGwj4A8OmCmXg,303
Hsi2BG0SOiQ,Truth About Big Companies | Told by a Fortune 500 Data Analyst,2020-01-21T03:52:15Z,9925,361,20,"['Working at a big company', 'Big company data analyst', 'Data analyst', 'Data analyst at big company', 'Become a data analyst', 'Data analyst with no experience', 'how to learn to become a data analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,345
6lQzbk6_OTw,Top 3 Data Analyst Skills in 2020,2020-01-17T14:31:39Z,31648,1493,141,"['Top skills for data analyst', 'Top 3 skills for Data Analyst', 'How to become a data analyst', 'Data analyst', 'Data Analyst Skills', 'Top Data Analyst Skills', 'Data Analyst Skills for beginner', 'Skills to become data analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,160
