video_id,title,published_at,views,likes,comments,tags,channel_id,duration_seconds
qewHAdfzLOw,Data Analyst Reacts: How to Go From Data Analyst to Data Scientist,2021-04-06T11:00:12Z,28581,964,85,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'reaction video', 'reacting to ken jee video', 'data analyst to data scientist', 'going from data analyst to data scientist', 'how to become a data scientist', 'ken jee', 'ken jee video', 'data science', 'vlog', 'data scientist', 'data science 2020', 'how to go from data analyst to data scientist', 'data analyst', 'data science career', 'data analyst vs data scientist', 'data science career path', 'data analyst jobs']",UC7cs8q-gJRlGwj4A8OmCmXg,748
bHssBHfHWmU,Laptops for Data Analysts |  Specifications + Recommendations,2021-03-30T11:00:18Z,205053,4304,334,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst laptop', 'data science laptop', 'data analysis laptop', 'data scientist laptop', 'laptop for data analyst', 'laptop for data analysts', 'laptop for data scientists', 'laptops for data analysis', 'laptops for data science', 'best laptops for data analysis', 'best laptops for data analysts', 'best laptops for data science', 'best laptops for data scientists', 'best laptop', 'laptops for python']",UC7cs8q-gJRlGwj4A8OmCmXg,930
A4OVjWeVb10,Best Machine Learning Courses on Coursera,2021-03-23T11:00:02Z,63942,1877,83,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'machine learning', 'coursera machine learning', 'machine learning coursera', 'machine learning courses', 'best machine learning courses', 'best machine learning courses on coursera', 'coursera best machine learning courses', 'coursera best machine learning', 'best ml courses', 'ml courses']",UC7cs8q-gJRlGwj4A8OmCmXg,399
SIseim20_Dc,Will Data Analysts Be Automated? | Alex The Analyst | Episode 18,2021-03-18T11:00:08Z,16527,484,118,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Will Data Analysts', 'will data analysts be automated', 'data analyst automation', 'automation in data analysis', 'automation of data analysts', 'data analysis automation', 'will data analysis be automated']",UC7cs8q-gJRlGwj4A8OmCmXg,1687
NrBJmtD0kEw,Advanced SQL Tutorial | Stored Procedures + Use Cases,2021-03-16T11:00:07Z,507210,8568,204,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'stored procedures', 'sql stored procedures', 'stored procedures sql', 'how to use a stored procedure', 'what is a stored procedure', 'stored proc sql', 'stored proc', 'sql stored proc']",UC7cs8q-gJRlGwj4A8OmCmXg,375
wnapnTAMj68,Google Data Analytics Professional Certificate | It's Finally Here!,2021-03-12T12:00:17Z,372526,11211,1162,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'google data analyst', 'google data analyst certificate', 'google data analyst certification', 'google data', 'data analyst google', 'google certification', 'google certificate', 'google certificate data', 'google certificate data analyst', 'google certification programs', 'google data analyst course', 'google data analytics certification', 'google data analytics certificate', 'google data analytics course']",UC7cs8q-gJRlGwj4A8OmCmXg,874
duMcYRtQITA,Google Data Analytics Certificate | Coming Out Soon!,2021-03-04T12:15:01Z,51826,2353,314,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'google data analyst', 'google data analyst certificate', 'google data analyst certification', 'google data', 'data analyst google', 'google certification', 'google certificate', 'google certificate data', 'google certificate data analyst', 'google certification programs', 'google data analyst course', 'google data analytics certification', 'google data analytics certificate', 'google data analytics course']",UC7cs8q-gJRlGwj4A8OmCmXg,464
QG1fo7LFesA,Reviewing Your Data Analyst Resumes | Part 2,2021-03-02T12:00:08Z,25290,592,76,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'How to become a data analyst', 'data analyst resume', 'data analyst resume tips', 'how to create a data analyst resume', 'data science resume', 'data science resume tips', 'data analyst resumes', 'resume', 'resume for data analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,2436
pYRG5X7110M,Best Course to Learn Statistics for Data Analysis,2021-02-25T12:00:13Z,129933,3129,93,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'statistics course', 'data analysis statistics', 'do I need to know statistics', 'statistics for data science', 'statistics for data analysis', 'statistics', 'statistics for data analytics', 'statistics course for data', 'best statistics course']",UC7cs8q-gJRlGwj4A8OmCmXg,372
NViKsiGP4TY,DataQuest Review | Is it Worth it?,2021-02-23T12:00:19Z,25852,432,46,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'dataquest', 'dataquest review', 'dataquest vs datacamp', 'data quest 2021', 'dataquest 2020', 'dataquest review 2020', 'dataquest review 2021', 'dataquest for free', 'dataquest for python', 'dataquest for data analysis']",UC7cs8q-gJRlGwj4A8OmCmXg,1040
1gdKC5O0Pwc,R vs Python | Which is Better for Data Analysis?,2021-02-16T12:00:00Z,241385,5265,420,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'r vs python', 'python vs r', 'r for data analysis', 'r for data science', 'python for data analysis', 'python for data science']",UC7cs8q-gJRlGwj4A8OmCmXg,711
GQj6_6V_jVA,Advanced SQL Tutorial | String Functions + Use Cases,2021-02-04T12:00:04Z,192422,4648,156,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'string functions', 'sql string functions', 'string functions in SQL']",UC7cs8q-gJRlGwj4A8OmCmXg,829
RF0LE3hYFrI,Advanced SQL Tutorial | Temp Tables,2021-02-02T12:00:13Z,279117,5961,148,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'temp tables', 'temp tables sql', 'temporary tables sql', 'sql temp', 'sql temp tables', 'how to use temp tables', 'how to use temp tables in sql']",UC7cs8q-gJRlGwj4A8OmCmXg,619
8o-O6pR6yAE,IBM Data Analyst Certificate Study Session,2021-01-30T15:33:41Z,5340,174,22,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'ibm data analyst certificate', 'coursera ibm data analyst', 'coursera']",UC7cs8q-gJRlGwj4A8OmCmXg,4910
eFDbE5Yunj0,IBM Data Analyst Professional Certificate by Coursera | Is it Worth it?,2021-01-26T12:00:22Z,136277,3314,309,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'ibm data analyst', 'icm data analyst coursera', 'ibm data analyst certificate', 'ibm data analyst professional certificate', 'ibm certificate', 'ibm data science', 'ibm data science professional certificate', 'ibm data science certificate', 'coursera courses', 'is the ibm data analyst certificate worth it', 'ibm data analyst certificate review', 'ibm data science certificate review', 'ibm data analyst review']",UC7cs8q-gJRlGwj4A8OmCmXg,446
D9bNctNnAig,DataCamp Review | Is it Worth it?,2021-01-21T12:00:03Z,211996,4277,273,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Datacamp', 'Datacamp review', 'is data camp worth it', 'datacamp for r', 'datacamp for python', 'datacamp for sql', 'datacamp for data analysts', 'data camp for data scientists', 'datacamp for data scientists', 'datacamp for beginners', 'datacamp python for beginners']",UC7cs8q-gJRlGwj4A8OmCmXg,975
VsztBAEtC7c,Best Python Course for Data Analysts,2021-01-19T12:00:09Z,56647,1386,119,"['Data Analyst', 'Data Analytics', 'Alex The Analyst', 'Best Python Course for Data Analysts', 'best python course', 'best data analyst course', 'best data science course', 'best data analyst courses', 'best data science courses', 'best courses for data analysts', 'best courses for data scientists', 'courses for python', 'Udemy courses for data science', 'udemy courses for data analysts', 'python course on pandas', 'python course on numpy', 'python course on machine learning', 'Python course']",UC7cs8q-gJRlGwj4A8OmCmXg,518
T3KMZoXrVTQ,Top 5 Data Analyst Skills,2021-01-12T12:00:07Z,35060,1414,170,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'alex the analyst', 'best data analyst skills', 'top data analyst skills', 'data analyst skills', 'top 5 data analyst skills', 'skill for data analysts', 'skills for data analysts', 'data analyst skill set', 'data analyst skills in 2021', 'best data analyst skills in 2021', 'data analyst skills required', 'data analyst skills needed', 'skills needed to become a data analyst', 'skills to become data analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,351
tJaDicmRW7s,Best Industries for Data Analysts in 2021 | Alex The Analyst Show | Episode 17,2021-01-07T12:00:28Z,15571,501,146,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst industries', 'data science industries', 'best data analyst industries', 'best data science industries', 'data industries', 'best data industries']",UC7cs8q-gJRlGwj4A8OmCmXg,1665
hfRcaRw_atI,Top 5 Data Analyst Interview Mistakes,2021-01-05T12:00:10Z,107455,2643,73,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Data Analyst Interview', 'Data Analyst Interviews', 'Data Analyst Interview Mistakes', 'top interview mistakes', 'Interview Mistakes', 'Data Analyst interview questions', 'data analyst interview preparation']",UC7cs8q-gJRlGwj4A8OmCmXg,328
aPDOGxrONy0,2020 Year End Review + Upcoming Giveaway Details,2020-12-31T12:00:01Z,1586,140,101,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex the analyst', 'year end review', '2020 year end review', 'Alex The Analyst Giveaway']",UC7cs8q-gJRlGwj4A8OmCmXg,217
w25ZjL0OqT4,Data Analyst Resume | Everything You Need to Know | Alex The Analyst Show | Episode 16,2020-12-24T12:00:19Z,42431,1213,137,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data analyst resume', 'data analyst resume tips', 'how to create a data analyst resume', 'data science resume', 'data science resume tips', 'data analyst resumes']",UC7cs8q-gJRlGwj4A8OmCmXg,3086
EWPeAXrF3zg,Solving Medium Level SQL LeetCode Questions | Part 2/3,2020-12-22T12:00:04Z,12241,252,33,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Leetcode for data analysts', 'Leetcode for data analyst', 'Leetcode for Data Scientist', 'LeetCode for Data Science', 'Leetcode for interviews', 'Leetcode for interview prep', 'SQL Leetcode', 'Leetcode for SQL', 'Database leetcode questions', 'SQL Leetcode questions', 'SQL Leetcode problems', 'Solving Leetcode problems', 'Solving leetcode questions sql', 'leetcode medium', 'medium level leetcode']",UC7cs8q-gJRlGwj4A8OmCmXg,1286
ru0Xdvxd37Q,Entry vs Mid vs Senior Level Data Analyst | Alex The Analyst Show | Episode 15,2020-12-17T12:00:12Z,47548,1560,207,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'entry level vs senior level', 'entry level data analyst vs mid level data analyst', 'entry vs mid level', 'entry level data analyst', 'entry vs mid vs senior level', 'entry vs mid vs senior level data analyst', 'mid level data analyst', 'senior level data analyst', 'junior vs mid vs senior analyst', 'junior vs mid vs senior level data analyst', 'levels of being a data analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,1600
BAVPAYWAoC4,Data Engineer vs Data Analyst | Which Is Right For You?,2020-12-15T12:00:08Z,87413,2834,147,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data engineer', 'data engineer job description', 'data engineer salary', 'data engineer skills', 'data engineer vs data analyst', 'data analyst vs data engineer', 'data analyst salary', 'data analyst job description', 'data analyst skills', 'data engineer vs', 'data analyst vs']",UC7cs8q-gJRlGwj4A8OmCmXg,399
whgwEwA5SHU,How to Find Out Your Coworkers Salary | Alex The Analyst Show | Episode 14,2020-12-10T12:00:30Z,3175,98,56,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'how to find out your coworkers salary', 'coworkers salary', 'why you should tell your coworkers your salary', 'find out coworkers salary', 'how much do your peers make', 'peers salary']",UC7cs8q-gJRlGwj4A8OmCmXg,1571
K1WeoKxLZ5o,Advanced SQL Tutorial | CTE (Common Table Expression),2020-12-08T12:00:05Z,417577,6450,198,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'SQL Tutorial', 'Advanced SQL Tutorial', 'CTE SQL', 'CTE SQL Server', 'CTE Tutorial', 'How to use a CTE', 'How to use a CTE in SQL', 'CTE in SQL', 'What is a CTE']",UC7cs8q-gJRlGwj4A8OmCmXg,224
0HRgbb1PcDQ,"Data Analyst Salary (Expectations, Bonuses, 401K, ESPP) | Alex The Analyst Show | Episode 13",2020-12-03T12:00:00Z,23348,739,190,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Salary', 'How much does a data analyst make', 'Salary for data analyst', 'Salary for data scientist', 'data science salary', 'data scientist salary']",UC7cs8q-gJRlGwj4A8OmCmXg,1628
D6XNlTfglW4,Intermediate SQL Tutorial | Partition By,2020-12-01T12:04:43Z,315134,6986,204,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Partition by', 'Partition by sql', 'SQL Partitions', 'SQL Partition by', 'Partitions sql']",UC7cs8q-gJRlGwj4A8OmCmXg,254
MQ5UUNjWgug,Data Analyst Q/A LIVE #5 | AMA,2020-11-28T17:07:30Z,4920,131,18,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data analyst ama', 'data analyst q/a', 'questions for data analyst', 'questions for data analysis', 'data analyst job', 'data analyst position', 'data analyst day in the life', 'data science', 'data scientist', 'data analyst projects']",UC7cs8q-gJRlGwj4A8OmCmXg,5371
JikLVP9DkPs,Completely REALISTIC Jobs on LinkedIn | Alex The Analyst Show | Episode 12,2020-11-25T11:00:05Z,24943,886,162,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'realistic jobs on linkedin', 'data analyst jobs', 'data analyst career', 'data analyst jobs on linkedin', 'data science jobs', 'data scientist jobs', 'data analytics jobs']",UC7cs8q-gJRlGwj4A8OmCmXg,1603
yzqpYs7dIqY,Completely Unrealistic Jobs on LinkedIn | Alex The Analyst Show | Episode 11,2020-11-19T15:00:26Z,14721,572,207,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'bad jobs on linkedin', 'data analyst jobs on linkedin', 'Unrealistic jobs on linkedin', '5 years experience for entry level job', 'Crazy jobs on linkedin']",UC7cs8q-gJRlGwj4A8OmCmXg,1329
7uH7_DThtX0,Top 3 Tips on Using LinkedIn to Land a Job,2020-11-17T14:11:52Z,357152,12440,254,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Linkedin for jobs', 'How to use linkedin to find a job', 'Linkedin for data analysts', 'best way to use linkedin to land a job', 'Finding a job through linkedin', 'how to use linkedin to land a job', 'Linkedin for job seekers', 'Linkedin for job hunting', 'best way to use linkedin to find a job', 'finding a job on linkedin', 'using linkedin to land a job', 'data science jobs', 'data analyst jobs']",UC7cs8q-gJRlGwj4A8OmCmXg,410
GGLF2jLo8J4,What is No Code Analytics? | Alex The Analyst Show | Episode 10,2020-11-12T12:34:08Z,3951,122,81,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'No Code Analytics', 'Alex The Analyst', 'what is no code analytics', 'Bubble', 'No code analytics for data analyst', 'No code', 'No code platform', 'Should I learn no code analytics']",UC7cs8q-gJRlGwj4A8OmCmXg,1355
BGBXnNvWdQ4,Solving LeetCode SQL Interview Questions | Part 1/3,2020-11-10T15:02:50Z,27987,709,66,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Leetcode', 'Leetcode for data analysts', 'Leetcode for data analyst', 'Leetcode for Data Scientist', 'LeetCode for Data Science', 'Leetcode for interviews', 'Leetcode for interview questions', 'Leetcode for interview prep', 'SQL Leetcode', 'Leetcode for SQL', 'Database leetcode questions', 'SQL Leetcode questions', 'SQL Leetcode problems', 'Solving Leetcode problems', 'Solving leetcode questions sql']",UC7cs8q-gJRlGwj4A8OmCmXg,1633
PurMLMKNX0I,What is Analytics Consulting? With John Ariansen | Alex The Analyst Show | Episode 9,2020-11-05T15:43:17Z,14039,398,118,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Analytics Consulting', 'John Ariansen', 'How to get an analytics job', 'Free Lance Analytics', 'Freelance data Analytics', 'Freelance consulting', 'Data Analytics Consulting', 'Running an analytics company', 'Starting an Analytics Company']",UC7cs8q-gJRlGwj4A8OmCmXg,3236
pvxNYyJuiqA,Data Analyst Skills Path | What Skills You NEED to Know,2020-11-03T15:13:12Z,78116,3603,269,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Skills Path', 'Data Analyst Skills', 'Top Data Analyst Skills', 'Best Data Analyst Skills', 'Skills needed to become an analyst', 'Skills to become a data analyst', 'Skills needed to become a data analyst', 'top skills for an analyst', 'Data Analyst Skillset', 'Most important data analyst skills']",UC7cs8q-gJRlGwj4A8OmCmXg,286
rZpfNh28nFI,Data Analyst Q&A LIVE #4,2020-10-30T15:13:53Z,3577,104,25,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics']",UC7cs8q-gJRlGwj4A8OmCmXg,4151
brxnKIy6Cek,Asking My Wife Your Questions About Me | Alex The Analyst Show | Episode 8,2020-10-27T16:06:53Z,14592,564,223,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Alex the analyst wife', 'Wife of alex the analyst', 'relationships in tech', 'data analyst work life balance', 'data analyst stress level', 'can data analysts get married']",UC7cs8q-gJRlGwj4A8OmCmXg,1775
ySq0cgkZiX4,Top 10 Udemy Courses for Data Analysts,2020-10-22T15:14:21Z,201032,5248,304,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Udemy Courses', 'Udemy courses for data analyst', 'Udemy courses for Data Scientist', 'Udemy courses for data', 'Data analyst courses', 'Data scientist courses', 'Udemy courses for SQL', 'Udemy courses for excel', 'Udemy courses for free', 'Udemy courses for data analysis', 'Udemy courses for Python']",UC7cs8q-gJRlGwj4A8OmCmXg,657
aJ9Q10v8Nrc,Data Analyst Certifications | Are They Worth It? | Alex The Analyst Show | Episode 7,2020-10-20T14:08:32Z,180434,6207,985,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Certifications', 'Data Analyst Certification', 'Alex The Analyst', 'Certifications for data analysts', 'Data Science Certifications', 'Certifications for Data Scientists', 'Microsoft Certification', 'Tableau Certification', 'AWS Certification', 'Azure Certification', 'Coursera Certification', 'Data Scientist Certification', 'Udemy Certification', 'Tableau Certifications', 'Data Analyst Certifications']",UC7cs8q-gJRlGwj4A8OmCmXg,1997
C2ik_qR5GOU,Working at a Startup vs Fortune 500 Company | Alex The Analyst Show | Episode 6,2020-10-15T15:33:32Z,4897,182,74,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'working at a startup', 'Data analyst at startup', 'data analyst fortune 500', 'startup vs big company', 'startup vs fortune 500 company', 'small vs big company', 'working at a small vs big company', 'working at a fortune 500 company']",UC7cs8q-gJRlGwj4A8OmCmXg,1762
mLUzFXPPa4I,Top 10 Coursera Courses for Data Analysts,2020-10-13T14:40:18Z,116859,4951,289,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Coursera', 'Coursera Courses', 'Coursera Courses for Data Analysts', 'Coursera Courses for Data Scientists', 'Coursera courses for data analysis', 'Coursera courses for data science', 'Best Data analyst courses', 'Best data science courses', 'best online courses for data analysts', 'best online courses for data scientists', 'data analyst coursera', 'data scientist coursera', 'coursera for data science']",UC7cs8q-gJRlGwj4A8OmCmXg,633
XmFhpoS6Etk,Imposter Syndrome in Tech | Alex The Analyst Show | Episode 5,2020-10-08T14:26:27Z,7668,376,176,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Imposter Syndrome', 'Imposter Syndrome in Tech', 'feeling like an imposter at work', 'Data Analyst Imposter Syndrome', 'Data Science Imposter Syndrome', 'Data Scientist Imposter Syndrome']",UC7cs8q-gJRlGwj4A8OmCmXg,1556
1xT68oeQTd0,Data Analyst Expectations vs Reality,2020-10-06T14:52:33Z,76011,2794,187,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Expectation vs reality', 'Expectation vs reality Data Analyst', 'Data Analyst reality', 'Data Analyst Expectations', 'Data Analyst expectation vs reality', 'Data Scientist expectation vs reality', 'Data Scientist reality', 'data analyst expectations vs reality', 'Data scientist expectations vs reality']",UC7cs8q-gJRlGwj4A8OmCmXg,236
eTsHJoMmhYQ,Covid and the Data Analyst Job Market | Alex The Analyst Show | Episode 4,2020-10-01T13:53:17Z,7421,255,161,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Covid', 'data analyst job market', 'data analyst covid', 'data analyst coronavirus', 'how covid affects tech', 'covid and the job market', 'job market for data analysts']",UC7cs8q-gJRlGwj4A8OmCmXg,1566
8SolrjsGqzE,Self Taught vs Boot Camp vs Degree | Alex The Analyst Show | Episode 3,2020-09-24T15:29:17Z,45975,1523,717,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'boot camp', 'data analyst boot camp', 'data analyst bootcamp', 'bootcamp vs degree', 'self taught vs boot camp', 'self taught data analyst', 'self taught vs degree', 'degree for data analyst', 'degrees for data analyst', 'should data analysts do bootcamps', 'best degree for data analyst', 'self taught vs boot camp vs degree', 'self taught vs bootcamp vs college']",UC7cs8q-gJRlGwj4A8OmCmXg,1680
SKsjWzzz4mY,Top 5 Reasons You'll Be a Good Data Analyst,2020-09-22T13:03:29Z,14938,618,82,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', ""reason you'll be a good data analyst"", 'will I be a good data analyst', 'should I become a data analyst', 'should I be an analyst', 'reasons you should become an analyst', 'reasons you should become a data analyst', 'reasons I should become a data analyst', 'Reason to become an analyst', 'Reason to become a data analyst', 'is data analtyics for me', 'is data analytics right for me']",UC7cs8q-gJRlGwj4A8OmCmXg,224
Z2AachB309o,How I Changed Careers to Become a Data Analyst | Alex The Analyst Show | Episode 2,2020-09-10T13:16:00Z,418653,12164,3814,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Switching Careers to Become a Data Analyst', 'How I became a Data Analyst', 'Switch Careers to Data Analyst', 'How to Become Data Analyst from Different Job', 'Entry Level Data Analyst', 'Career Change to Data Analyst', 'how to switch careers to become a data analyst', 'changing careers to data analyst', 'data analyst career change', 'becoming a data analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,2454
_gP-DH0iZLw,Top 5 Reasons Data Analytics is a Good Career Choice,2020-09-08T14:15:55Z,44828,1316,73,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data analyst career', 'Data Analytics career', 'Reason why data analytics is a good career choice', 'is data analyst a good career', 'is data analytics for me', 'is data analytics a good career', 'Data Analytics job', 'Reasons why data analyst is a good career', 'Data analyst is a good career', 'is being a data analyst a good career', 'is data analyst right for me', 'is data analyst a good job']",UC7cs8q-gJRlGwj4A8OmCmXg,173
-Inc1be4zSg,The Hiring Process from an Interviewer's Perspective | Alex The Analyst Show | Episode 1,2020-09-03T15:38:28Z,22717,716,85,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Hiring Process', 'Hiring Process from interviewers perspective', 'The complete Hiring process', 'what is the hiring process', 'Interviewer', 'Interviewing']",UC7cs8q-gJRlGwj4A8OmCmXg,1624
CsMh7Ykmnw4,Top 5 Reasons Not to Lie on Your Resume,2020-09-01T12:29:45Z,12623,211,119,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'lying on your resume', 'reasons to lie on a resume', 'reasons not to lie on a resume', 'reasons to lie on my resume', 'should I lie on my resume', 'Should I lie on a resume', 'Data Analyst jobs', 'Data Analyst resume', 'Resumes for Data Analysts', 'Lie on resume']",UC7cs8q-gJRlGwj4A8OmCmXg,237
ho2vzKPAD50,Live Data Analyst Q&A #3,2020-08-29T14:37:52Z,3157,101,43,[],UC7cs8q-gJRlGwj4A8OmCmXg,3738
5MZo2RoS8Yo,Data Analyst Career Path | How to Become a Data Analyst + What to Do Next,2020-08-20T13:46:16Z,131977,4658,270,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data analyst career path', 'career path', 'data science career path', 'path to be come data analyst', 'path to become a data analyst', 'career path for data analyst', 'Data Analyst Project', 'Data Analyst Projects', 'Data Analyst Skills']",UC7cs8q-gJRlGwj4A8OmCmXg,522
M2ySRYpo9S0,Top 5 Reasons Not to Become a Data Analyst,2020-08-12T14:52:19Z,928058,19735,1046,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'reasons not to become a data analyst', 'do not become a data analyst', 'top 5 reasons not to become a data analyst', 'reasons to not become a data analyst', 'should I become a data analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,318
ncXgqGePvwI,Data Analyst Bootcamps | Are They Worth It?,2020-08-05T13:14:01Z,35445,581,93,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data analyst bootcamps', 'bootcamps for data analysts', 'Data science bootcamps', 'Are bootcamps worth it', 'Should I do a bootcamp', 'Should I do a data analyst bootcamp']",UC7cs8q-gJRlGwj4A8OmCmXg,346
ywZXpfdqg1o,What Does a Data Analyst Actually Do?,2020-07-29T13:48:00Z,1074993,20580,516,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'what does a data analyst do', 'what do data analysts actually do', 'what do data analysts do', 'what does a data analyst actually do', 'data analyst job description', 'data analyst skills', 'data analyst qualifications', 'data analyst salary', 'data analyst overview', 'What a data analyst does', 'Data Analyst Cleaning data', 'Data Analyst visualization']",UC7cs8q-gJRlGwj4A8OmCmXg,258
IqQCBytyATo,Data Analyst Question and Answer | Answering Your YouTube Questions,2020-07-22T14:35:55Z,5059,180,67,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst questions', 'Data Analyst coaching', 'Data Analyst q and a', 'Data Analyst Q&A', 'Data Analyst Question and Answer']",UC7cs8q-gJRlGwj4A8OmCmXg,349
